     ,RNTI ,numDLTotal ,numDLnew ,numReTx_DL ,avgMCS_DL ,numULTotal ,numULnew ,numReTx_UL ,avgMCS_UL ,DL_throughput (bits) ,DL_goodput (bits) ,UL_throughput (bits) ,UL_goodput (bits) ,TTI ,PulseBWoffset ,numRBs ,NumFrames ,prf  ,FreqOffset ,PulseWidth             ,BW       ,numPulses ,pulseIdxOffset_ms
 556 ,  17 ,        45 ,      21 ,        24 ,    21.98 ,         9 ,       5 ,         4 ,    20.78 ,                   0 ,                0 ,                   0 ,                0 , 14 ,            0 ,    51 ,        5 ,1500 ,         0 ,4.39e-05               ,20000000 ,        1 ,                0
 557 ,  18 ,        38 ,      18 ,        20 ,    21.82 ,         8 ,       5 ,         3 ,    19.75 ,                   0 ,                0 ,                   0 ,                0 , 14 ,            0 ,    51 ,        5 ,1500 ,         0 ,4.39e-05               ,20000000 ,        1 ,                0
 558 ,  19 ,        41 ,      20 ,        21 ,    21.85 ,         9 ,       5 ,         4 ,    20.56 ,                   0 ,                0 ,                   0 ,                0 , 14 ,            0 ,    51 ,        5 ,1500 ,         0 ,4.39e-05               ,20000000 ,        1 ,                0
 559 ,  20 ,        42 ,      21 ,        21 ,    21.67 ,         9 ,       5 ,         4 ,    20.11 ,                   0 ,                0 ,                   0 ,                0 , 14 ,            0 ,    51 ,        5 ,1500 ,         0 ,4.39e-05               ,20000000 ,        1 ,                0
 560 ,   1 ,        41 ,      12 ,        29 ,    22.78 ,         9 ,       3 ,         6 ,    17.56 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 561 ,   2 ,        45 ,      13 ,        32 ,    23.69 ,        13 ,       4 ,         9 ,    18.54 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 562 ,   3 ,        41 ,      13 ,        28 ,    22.39 ,        13 ,       4 ,         9 ,    18.54 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 563 ,   4 ,        44 ,      12 ,        32 ,    21.8  ,        13 ,       4 ,         9 ,    18.23 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 564 ,   5 ,        41 ,      12 ,        29 ,    22.29 ,        13 ,       4 ,         9 ,    18.0  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 565 ,   6 ,        41 ,      13 ,        28 ,    23.66 ,        12 ,       3 ,         9 ,    20.08 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 566 ,   7 ,        42 ,      12 ,        30 ,    21.5  ,        12 ,       3 ,         9 ,    21.25 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 567 ,   8 ,        42 ,      12 ,        30 ,    22.07 ,        12 ,       3 ,         9 ,    21.17 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 568 ,   9 ,        43 ,      12 ,        31 ,    21.95 ,        12 ,       3 ,         9 ,    21.67 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 569 ,  10 ,        39 ,      13 ,        26 ,    20.82 ,        10 ,       3 ,         7 ,    21.4  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 570 ,  11 ,        39 ,      13 ,        26 ,    22.82 ,        10 ,       3 ,         7 ,    21.4  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 571 ,  12 ,        38 ,      12 ,        26 ,    23.55 ,        10 ,       3 ,         7 ,    21.0  ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 572 ,  13 ,        43 ,      13 ,        30 ,    22.81 ,         9 ,       3 ,         6 ,    20.33 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 573 ,  14 ,        42 ,      13 ,        29 ,    20.76 ,         9 ,       3 ,         6 ,    19.89 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 574 ,  15 ,        40 ,      13 ,        27 ,    21.2  ,         9 ,       3 ,         6 ,    20.56 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 575 ,  16 ,        44 ,      14 ,        30 ,    22.27 ,         9 ,       3 ,         6 ,    20.33 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 576 ,  17 ,        38 ,      12 ,        26 ,    22.29 ,         9 ,       3 ,         6 ,    20.56 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 577 ,  18 ,        38 ,      10 ,        28 ,    21.26 ,         9 ,       3 ,         6 ,    20.22 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 578 ,  19 ,        41 ,      12 ,        29 ,    22.12 ,         9 ,       3 ,         6 ,    23.33 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 579 ,  20 ,        44 ,      13 ,        31 ,    22.0  ,         9 ,       3 ,         6 ,    20.67 ,                   0 ,                0 ,                   0 ,                0 , 14 ,     25000000 ,    51 ,        5 ,4800 ,  25000000 ,6.799999999999999e-06  ,20000000 ,        1 ,                0
 580 ,   1 ,       160 ,     130 ,        30 ,    20.11 ,        91 ,      64 ,        27 ,    21.75 ,               20416 ,            16384 ,               23176 ,            16848 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 581 ,   2 ,       159 ,     134 ,        25 ,    19.17 ,        86 ,      65 ,        21 ,    21.09 ,               19920 ,            16760 ,               21472 ,            16696 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 582 ,   3 ,       159 ,     134 ,        25 ,    19.18 ,        89 ,      65 ,        24 ,    21.06 ,               19856 ,            16576 ,               22232 ,            16560 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 583 ,   4 ,       160 ,     135 ,        25 ,    18.92 ,        90 ,      65 ,        25 ,    20.18 ,               21400 ,            17912 ,               21424 ,            15912 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 584 ,   5 ,       160 ,     134 ,        26 ,    19.18 ,        84 ,      64 ,        20 ,    20.17 ,               20288 ,            16656 ,               19888 ,            15840 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 585 ,   6 ,       159 ,     132 ,        27 ,    19.07 ,        86 ,      65 ,        21 ,    20.74 ,               21592 ,            17352 ,               21360 ,            16704 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 586 ,   7 ,       160 ,     135 ,        25 ,    19.99 ,        86 ,      62 ,        24 ,    21.71 ,               21952 ,            18568 ,               22888 ,            16488 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 587 ,   8 ,       160 ,     133 ,        27 ,    18.67 ,        84 ,      63 ,        21 ,    20.24 ,               20160 ,            17152 ,               20736 ,            15720 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 588 ,   9 ,       160 ,     132 ,        28 ,    19.48 ,        87 ,      62 ,        25 ,    21.16 ,               20656 ,            17624 ,               21528 ,            16248 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 589 ,  10 ,       160 ,     132 ,        28 ,    18.8  ,        90 ,      62 ,        28 ,    19.96 ,               21040 ,            17568 ,               19840 ,            15288 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 590 ,  11 ,       159 ,     129 ,        30 ,    19.18 ,        91 ,      64 ,        27 ,    20.53 ,               19512 ,            15920 ,               21424 ,            16088 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 591 ,  12 ,       159 ,     127 ,        32 ,    19.56 ,        92 ,      61 ,        31 ,    21.13 ,               20776 ,            15992 ,               22200 ,            15536 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 592 ,  13 ,       160 ,     130 ,        30 ,    19.37 ,        89 ,      63 ,        26 ,    20.58 ,               19608 ,            15944 ,               20840 ,            16456 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 593 ,  14 ,       160 ,     129 ,        31 ,    20.08 ,        92 ,      64 ,        28 ,    21.76 ,               20432 ,            16504 ,               24096 ,            16776 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 594 ,  15 ,       157 ,     128 ,        29 ,    19.35 ,        93 ,      64 ,        29 ,    21.04 ,               20832 ,            16240 ,               22872 ,            15984 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 595 ,  16 ,       160 ,     130 ,        30 ,    19.85 ,        92 ,      65 ,        27 ,    21.46 ,               20224 ,            16432 ,               23744 ,            16856 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 596 ,  17 ,       160 ,     129 ,        31 ,    19.46 ,        88 ,      62 ,        26 ,    21.52 ,               20528 ,            16240 ,               22240 ,            15992 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 597 ,  18 ,       160 ,     133 ,        27 ,    19.52 ,        81 ,      62 ,        19 ,    21.73 ,               20336 ,            16760 ,               21656 ,            16712 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 598 ,  19 ,       160 ,     133 ,        27 ,    19.44 ,        85 ,      61 ,        24 ,    20.69 ,               21280 ,            17576 ,               20248 ,            15760 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 599 ,  20 ,       160 ,     135 ,        25 ,    19.91 ,        88 ,      63 ,        25 ,    21.34 ,               22040 ,            18320 ,               22720 ,            16728 ,  2 ,      1000000 ,    51 ,        5 ,1280 ,   1000000 ,7.56e-05               ,10000000 ,        1 ,                0
 600 ,   1 ,       160 ,      75 ,        85 ,    24.5  ,        80 ,      39 ,        41 ,    26.35 ,               24560 ,            10944 ,               26752 ,            13120 ,  2 ,     10000000 ,    51 ,        5 ,4000 ,  10000000 ,7.02e-05               , 2000000 ,        1 ,                0
 601 ,   2 ,       160 ,      81 ,        79 ,    24.02 ,        87 ,      37 ,        50 ,    25.85 ,               22592 ,            11464 ,               27744 ,            11888 ,  2 ,     10000000 ,    51 ,        5 ,4000 ,  10000000 ,7.02e-05               , 2000000 ,        1 ,                0
 602 ,   3 ,       160 ,      80 ,        80 ,    24.75 ,        83 ,      36 ,        47 ,    26.73 ,               22960 ,            11520 ,               27712 ,            12224 ,  2 ,     10000000 ,    51 ,        5 ,4000 ,  10000000 ,7.02e-05               , 2000000 ,        1 ,                0
